Variable,Value
snp1,chr22:49345833
snp2,chr22:49808615
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,8.5324
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,49114730
searchrange_chr22_end,50110567
freq_snp1,0.3211
freq_snp2,0.2982
freq_S,0.0924
freq_K1,0.2286
freq_K2,0.2058
freq_O,0.4732
test1a_b_clade_min_p0.5,0.9502
test1a_r2_clade_min_p0.5,0.0013
test1a_b_mut_min_p0.5,1.1396
test1a_r2_mut_min_p0.5,0.0026
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[49590456]
test1a_b_clade_min_p0.8,1.1137
test1a_r2_clade_min_p0.8,0.0013
test1a_b_mut_min_p0.8,1.3357
test1a_r2_mut_min_p0.8,0.0026
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[49590456]
test1a_b_clade_min_p0.9,1.1991
test1a_r2_clade_min_p0.9,0.0013
test1a_b_mut_min_p0.9,1.4381
test1a_r2_mut_min_p0.9,0.0026
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[49590456]
test1a_b_clade_min_p0.95,1.2697
test1a_r2_clade_min_p0.95,0.0013
test1a_b_mut_min_p0.95,1.5228
test1a_r2_mut_min_p0.95,0.0026
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[49590456]
test1b_b_min,0.7072
test2_overall_min_b,0.4819
