Variable,Value
snp1,chr22:40317918
snp2,chr22:44821315
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,8.1384
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39599896
searchrange_chr22_end,45120135
freq_snp1,0.3449
freq_snp2,0.3300
freq_S,0.1133
freq_K1,0.2316
freq_K2,0.2167
freq_O,0.4384
test1a_b_clade_min_p0.5,0.8604
test1a_r2_clade_min_p0.5,0.0033
test1a_b_mut_min_p0.5,0.9547
test1a_r2_mut_min_p0.5,0.0036
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[44772828]
test1a_b_clade_min_p0.8,1.0085
test1a_r2_clade_min_p0.8,0.0033
test1a_b_mut_min_p0.8,1.1190
test1a_r2_mut_min_p0.8,0.0036
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[44772828]
test1a_b_clade_min_p0.9,1.0858
test1a_r2_clade_min_p0.9,0.0033
test1a_b_mut_min_p0.9,1.2048
test1a_r2_mut_min_p0.9,0.0036
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[44772828]
test1a_b_clade_min_p0.95,1.1498
test1a_r2_clade_min_p0.95,0.0033
test1a_b_mut_min_p0.95,1.2757
test1a_r2_mut_min_p0.95,0.0036
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[44772828]
test1b_b_min,0.5711
test2_overall_min_b,0.4465
