Variable,Value
snp1,chr22:32820902
snp2,chr22:33274527
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.5535
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,31272701
searchrange_chr22_end,33758211
freq_snp1,0.4881
freq_snp2,0.5298
freq_S,0.2654
freq_K1,0.2227
freq_K2,0.2644
freq_O,0.2475
test1a_b_clade_min_p0.5,1.0666
test1a_r2_clade_min_p0.5,0.0161
test1a_b_mut_min_p0.5,1.1161
test1a_r2_mut_min_p0.5,0.0165
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[32978815]
test1a_b_clade_min_p0.8,1.2501
test1a_r2_clade_min_p0.8,0.0161
test1a_b_mut_min_p0.8,1.3082
test1a_r2_mut_min_p0.8,0.0165
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[32978815]
test1a_b_clade_min_p0.9,1.3460
test1a_r2_clade_min_p0.9,0.0161
test1a_b_mut_min_p0.9,1.4085
test1a_r2_mut_min_p0.9,0.0165
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[32978815]
test1a_b_clade_min_p0.95,1.4252
test1a_r2_clade_min_p0.95,0.0161
test1a_b_mut_min_p0.95,1.4914
test1a_r2_mut_min_p0.95,0.0165
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[32978815]
test1b_b_min,0.1443
test2_overall_min_b,0.3627
