Variable,Value
snp1,chr22:35500610
snp2,chr22:40724895
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.4182
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,34493829
searchrange_chr22_end,43188795
freq_snp1,0.4423
freq_snp2,0.4970
freq_S,0.2147
freq_K1,0.2276
freq_K2,0.2823
freq_O,0.2753
test1a_b_clade_min_p0.5,1.2052
test1a_r2_clade_min_p0.5,0.0053
test1a_b_mut_min_p0.5,1.4951
test1a_r2_mut_min_p0.5,0.0059
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[39699555, 39694117, 39699398, 39688423, 39665803, 39680081, 39682296, 39687516]"
test1a_b_clade_min_p0.8,1.4125
test1a_r2_clade_min_p0.8,0.0053
test1a_b_mut_min_p0.8,1.7524
test1a_r2_mut_min_p0.8,0.0059
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[39699555, 39694117, 39699398, 39688423, 39665803, 39680081, 39682296, 39687516]"
test1a_b_clade_min_p0.9,1.5209
test1a_r2_clade_min_p0.9,0.0053
test1a_b_mut_min_p0.9,1.8868
test1a_r2_mut_min_p0.9,0.0059
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[39699555, 39694117, 39699398, 39688423, 39665803, 39680081, 39682296, 39687516]"
test1a_b_clade_min_p0.95,1.6104
test1a_r2_clade_min_p0.95,0.0053
test1a_b_mut_min_p0.95,1.9979
test1a_r2_mut_min_p0.95,0.0059
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[39699555, 39694117, 39699398, 39688423, 39665803, 39680081, 39682296, 39687516]"
test1b_b_min,0.1297
test2_overall_min_b,0.3658
