Variable,Value
snp1,chr22:45104696
snp2,chr22:45198393
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,8.3772
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,44800949
searchrange_chr22_end,45494768
freq_snp1,0.3032
freq_snp2,0.2674
freq_S,0.0835
freq_K1,0.2197
freq_K2,0.1839
freq_O,0.5129
test1a_b_clade_min_p0.5,0.6161
test1a_r2_clade_min_p0.5,0.0192
test1a_b_mut_min_p0.5,0.9972
test1a_r2_mut_min_p0.5,0.0042
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[45128312, 45078331]"
test1a_b_clade_min_p0.8,0.7221
test1a_r2_clade_min_p0.8,0.0192
test1a_b_mut_min_p0.8,1.1688
test1a_r2_mut_min_p0.8,0.0042
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[45128312, 45078331]"
test1a_b_clade_min_p0.9,0.7775
test1a_r2_clade_min_p0.9,0.0192
test1a_b_mut_min_p0.9,1.2585
test1a_r2_mut_min_p0.9,0.0042
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[45128312, 45078331]"
test1a_b_clade_min_p0.95,0.8233
test1a_r2_clade_min_p0.95,0.0192
test1a_b_mut_min_p0.95,1.3326
test1a_r2_mut_min_p0.95,0.0042
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[45128312, 45078331]"
test1b_b_min,0.4390
test2_overall_min_b,0.4926
