Variable,Value
snp1,chr22:29922471
snp2,chr22:34424866
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,10.4966
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,28193942
searchrange_chr22_end,35402103
freq_snp1,0.0915
freq_snp2,0.0865
freq_S,0.0050
freq_K1,0.0865
freq_K2,0.0815
freq_O,0.8270
test1a_b_clade_min_p0.5,0.5088
test1a_r2_clade_min_p0.5,0.0006
test1a_b_mut_min_p0.5,0.5138
test1a_r2_mut_min_p0.5,0.0002
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[32015744, 31575169]"
test1a_b_clade_min_p0.8,0.5964
test1a_r2_clade_min_p0.8,0.0006
test1a_b_mut_min_p0.8,0.6022
test1a_r2_mut_min_p0.8,0.0002
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[32015744, 31575169]"
test1a_b_clade_min_p0.9,0.6421
test1a_r2_clade_min_p0.9,0.0006
test1a_b_mut_min_p0.9,0.6484
test1a_r2_mut_min_p0.9,0.0002
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[32015744, 31575169]"
test1a_b_clade_min_p0.95,0.6799
test1a_r2_clade_min_p0.95,0.0006
test1a_b_mut_min_p0.95,0.6866
test1a_r2_mut_min_p0.95,0.0002
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[32015744, 31575169]"
test1b_b_min,0.5830
test2_overall_min_b,1.0450
