Variable,Value
snp1,chr22:44872043
snp2,chr22:45322049
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,7.6420
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,44693393
searchrange_chr22_end,45657651
freq_snp1,0.0964
freq_snp2,0.0964
freq_S,0.0040
freq_K1,0.0924
freq_K2,0.0924
freq_O,0.8111
test1a_b_clade_min_p0.5,0.4532
test1a_r2_clade_min_p0.5,0.1238
test1a_b_mut_min_p0.5,0.4759
test1a_r2_mut_min_p0.5,0.1238
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[45418393]
test1a_b_clade_min_p0.8,0.5311
test1a_r2_clade_min_p0.8,0.1238
test1a_b_mut_min_p0.8,0.5577
test1a_r2_mut_min_p0.8,0.1238
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[45418393]
test1a_b_clade_min_p0.9,0.5719
test1a_r2_clade_min_p0.9,0.1238
test1a_b_mut_min_p0.9,0.6005
test1a_r2_mut_min_p0.9,0.1238
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[45418393]
test1a_b_clade_min_p0.95,0.6055
test1a_r2_clade_min_p0.95,0.1238
test1a_b_mut_min_p0.95,0.6359
test1a_r2_mut_min_p0.95,0.1238
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[45418393]
test1b_b_min,0.2548
test2_overall_min_b,1.2196
