Variable,Value
snp1,chr22:40716117
snp2,chr22:45244686
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,7.3005
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39738314
searchrange_chr22_end,45598043
freq_snp1,0.1909
freq_snp2,0.2207
freq_S,0.0507
freq_K1,0.1402
freq_K2,0.1700
freq_O,0.6392
test1a_b_clade_min_p0.5,0.7252
test1a_r2_clade_min_p0.5,0.0748
test1a_b_mut_min_p0.5,0.8378
test1a_r2_mut_min_p0.5,0.0560
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[40643264, 41621714, 42608723, 40603829, 41894618, 42508620, 42098013]"
test1a_b_clade_min_p0.8,0.8499
test1a_r2_clade_min_p0.8,0.0748
test1a_b_mut_min_p0.8,0.9819
test1a_r2_mut_min_p0.8,0.0560
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[40643264, 41621714, 42608723, 40603829, 41894618, 42508620, 42098013]"
test1a_b_clade_min_p0.9,0.9152
test1a_r2_clade_min_p0.9,0.0748
test1a_b_mut_min_p0.9,1.0573
test1a_r2_mut_min_p0.9,0.0560
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[40643264, 41621714, 42608723, 40603829, 41894618, 42508620, 42098013]"
test1a_b_clade_min_p0.95,0.9690
test1a_r2_clade_min_p0.95,0.0748
test1a_b_mut_min_p0.95,1.1195
test1a_r2_mut_min_p0.95,0.0560
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[40643264, 41621714, 42608723, 40603829, 41894618, 42508620, 42098013]"
test1b_b_min,0.3571
test2_overall_min_b,0.5472
