Variable,Value
snp1,chr22:32267535
snp2,chr22:32780303
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.6998
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,30163355
searchrange_chr22_end,33058059
freq_snp1,0.4881
freq_snp2,0.5129
freq_S,0.2475
freq_K1,0.2406
freq_K2,0.2654
freq_O,0.2465
test1a_b_clade_min_p0.5,0.9195
test1a_r2_clade_min_p0.5,0.0072
test1a_b_mut_min_p0.5,0.9195
test1a_r2_mut_min_p0.5,0.0072
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[32326761]
test1a_b_clade_min_p0.8,1.0776
test1a_r2_clade_min_p0.8,0.0072
test1a_b_mut_min_p0.8,1.0776
test1a_r2_mut_min_p0.8,0.0072
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[32326761]
test1a_b_clade_min_p0.9,1.1603
test1a_r2_clade_min_p0.9,0.0072
test1a_b_mut_min_p0.9,1.1603
test1a_r2_mut_min_p0.9,0.0072
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[32326761]
test1a_b_clade_min_p0.95,1.2286
test1a_r2_clade_min_p0.95,0.0072
test1a_b_mut_min_p0.95,1.2286
test1a_r2_mut_min_p0.95,0.0072
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[32326761]
test1b_b_min,0.1519
test2_overall_min_b,0.3595
