Variable,Value
snp1,chr22:32472410
snp2,chr22:32570937
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.1045
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,30672041
searchrange_chr22_end,32949783
freq_snp1,0.3320
freq_snp2,0.3201
freq_S,0.2097
freq_K1,0.1223
freq_K2,0.1103
freq_O,0.5577
test1a_b_clade_min_p0.5,0.2740
test1a_r2_clade_min_p0.5,0.8100
test1a_b_mut_min_p0.5,0.2755
test1a_r2_mut_min_p0.5,0.8012
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[32456437]
test1a_b_clade_min_p0.8,0.3212
test1a_r2_clade_min_p0.8,0.8100
test1a_b_mut_min_p0.8,0.3229
test1a_r2_mut_min_p0.8,0.8012
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[32456437]
test1a_b_clade_min_p0.9,0.3458
test1a_r2_clade_min_p0.9,0.8100
test1a_b_mut_min_p0.9,0.3477
test1a_r2_mut_min_p0.9,0.8012
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[32456437]
test1a_b_clade_min_p0.95,0.3662
test1a_r2_clade_min_p0.95,0.8100
test1a_b_mut_min_p0.95,0.3682
test1a_r2_mut_min_p0.95,0.8012
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[32456437]
test1b_b_min,0.0119
test2_overall_min_b,0.4023
