Variable,Value
snp1,chr22:38035253
snp2,chr22:42578328
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,9.4750
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,37713994
searchrange_chr22_end,43572503
freq_snp1,0.2674
freq_snp2,0.3181
freq_S,0.0746
freq_K1,0.1928
freq_K2,0.2435
freq_O,0.4891
test1a_b_clade_min_p0.5,0.8630
test1a_r2_clade_min_p0.5,0.0386
test1a_b_mut_min_p0.5,0.9029
test1a_r2_mut_min_p0.5,0.0135
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[42546133, 42316958]"
test1a_b_clade_min_p0.8,1.0115
test1a_r2_clade_min_p0.8,0.0386
test1a_b_mut_min_p0.8,1.0583
test1a_r2_mut_min_p0.8,0.0135
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[42546133, 42316958]"
test1a_b_clade_min_p0.9,1.0891
test1a_r2_clade_min_p0.9,0.0386
test1a_b_mut_min_p0.9,1.1395
test1a_r2_mut_min_p0.9,0.0135
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[42546133, 42316958]"
test1a_b_clade_min_p0.95,1.1532
test1a_r2_clade_min_p0.95,0.0386
test1a_b_mut_min_p0.95,1.2065
test1a_r2_mut_min_p0.95,0.0135
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[42546133, 42316958]"
test1b_b_min,0.8087
test2_overall_min_b,0.4938
