Variable,Value
snp1,chr22:40664954
snp2,chr22:41120813
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.3836
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39731094
searchrange_chr22_end,43472597
freq_snp1,0.1879
freq_snp2,0.2207
freq_S,0.1133
freq_K1,0.0746
freq_K2,0.1074
freq_O,0.7048
test1a_b_clade_min_p0.5,0.4983
test1a_r2_clade_min_p0.5,0.0997
test1a_b_mut_min_p0.5,0.5046
test1a_r2_mut_min_p0.5,0.0559
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[40479706]
test1a_b_clade_min_p0.8,0.5841
test1a_r2_clade_min_p0.8,0.0997
test1a_b_mut_min_p0.8,0.5914
test1a_r2_mut_min_p0.8,0.0559
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[40479706]
test1a_b_clade_min_p0.9,0.6289
test1a_r2_clade_min_p0.9,0.0997
test1a_b_mut_min_p0.9,0.6368
test1a_r2_mut_min_p0.9,0.0559
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[40479706]
test1a_b_clade_min_p0.95,0.6659
test1a_r2_clade_min_p0.95,0.0997
test1a_b_mut_min_p0.95,0.6742
test1a_r2_mut_min_p0.95,0.0559
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[40479706]
test1b_b_min,0.1520
test2_overall_min_b,0.4542
