Variable,Value
snp1,chr22:37694983
snp2,chr22:38154377
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,8.0159
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,37367017
searchrange_chr22_end,39308154
freq_snp1,0.0815
freq_snp2,0.1123
freq_S,0.0119
freq_K1,0.0696
freq_K2,0.1004
freq_O,0.8181
test1a_b_clade_min_p0.5,0.2300
test1a_r2_clade_min_p0.5,0.0008
test1a_b_mut_min_p0.5,0.2485
test1a_r2_mut_min_p0.5,0.0007
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[38487914]
test1a_b_clade_min_p0.8,0.2695
test1a_r2_clade_min_p0.8,0.0008
test1a_b_mut_min_p0.8,0.2913
test1a_r2_mut_min_p0.8,0.0007
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[38487914]
test1a_b_clade_min_p0.9,0.2902
test1a_r2_clade_min_p0.9,0.0008
test1a_b_mut_min_p0.9,0.3136
test1a_r2_mut_min_p0.9,0.0007
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[38487914]
test1a_b_clade_min_p0.95,0.3073
test1a_r2_clade_min_p0.95,0.0008
test1a_b_mut_min_p0.95,0.3321
test1a_r2_mut_min_p0.95,0.0007
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[38487914]
test1b_b_min,0.1469
test2_overall_min_b,0.7389
