Variable,Value
snp1,chr22:41162106
snp2,chr22:41656993
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.8690
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39768896
searchrange_chr22_end,43529529
freq_snp1,0.5149
freq_snp2,0.5010
freq_S,0.2276
freq_K1,0.2873
freq_K2,0.2734
freq_O,0.2117
test1a_b_clade_min_p0.5,0.3195
test1a_r2_clade_min_p0.5,0.0591
test1a_b_mut_min_p0.5,0.3214
test1a_r2_mut_min_p0.5,0.0583
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[41365946]
test1a_b_clade_min_p0.8,0.3745
test1a_r2_clade_min_p0.8,0.0591
test1a_b_mut_min_p0.8,0.3767
test1a_r2_mut_min_p0.8,0.0583
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[41365946]
test1a_b_clade_min_p0.9,0.4032
test1a_r2_clade_min_p0.9,0.0591
test1a_b_mut_min_p0.9,0.4056
test1a_r2_mut_min_p0.9,0.0583
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[41365946]
test1a_b_clade_min_p0.95,0.4269
test1a_r2_clade_min_p0.95,0.0591
test1a_b_mut_min_p0.95,0.4294
test1a_r2_mut_min_p0.95,0.0583
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[41365946]
test1b_b_min,0.0638
test2_overall_min_b,0.3440
