Variable,Value
snp1,chr22:22597508
snp2,chr22:22699565
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,9.7907
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,22342856
searchrange_chr22_end,22986640
freq_snp1,0.1928
freq_snp2,0.2455
freq_S,0.0189
freq_K1,0.1740
freq_K2,0.2266
freq_O,0.5805
test1a_b_clade_min_p0.5,0.2803
test1a_r2_clade_min_p0.5,0.0021
test1a_b_mut_min_p0.5,0.3682
test1a_r2_mut_min_p0.5,0.0012
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[22603071]
test1a_b_clade_min_p0.8,0.3285
test1a_r2_clade_min_p0.8,0.0021
test1a_b_mut_min_p0.8,0.4316
test1a_r2_mut_min_p0.8,0.0012
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[22603071]
test1a_b_clade_min_p0.9,0.3538
test1a_r2_clade_min_p0.9,0.0021
test1a_b_mut_min_p0.9,0.4647
test1a_r2_mut_min_p0.9,0.0012
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[22603071]
test1a_b_clade_min_p0.95,0.3746
test1a_r2_clade_min_p0.95,0.0021
test1a_b_mut_min_p0.95,0.4920
test1a_r2_mut_min_p0.95,0.0012
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[22603071]
test1b_b_min,0.2807
test2_overall_min_b,0.7039
