Variable,Value
snp1,chr22:33042776
snp2,chr22:33506717
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,10.3580
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,32728858
searchrange_chr22_end,33845880
freq_snp1,0.0646
freq_snp2,0.0706
freq_S,0.0020
freq_K1,0.0626
freq_K2,0.0686
freq_O,0.8668
test1a_b_clade_min_p0.5,0.3171
test1a_r2_clade_min_p0.5,0.0001
test1a_b_mut_min_p0.5,0.3171
test1a_r2_mut_min_p0.5,0.0001
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[33583196, 33624941]"
test1a_b_clade_min_p0.8,0.3717
test1a_r2_clade_min_p0.8,0.0001
test1a_b_mut_min_p0.8,0.3717
test1a_r2_mut_min_p0.8,0.0001
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[33583196, 33624941]"
test1a_b_clade_min_p0.9,0.4002
test1a_r2_clade_min_p0.9,0.0001
test1a_b_mut_min_p0.9,0.4002
test1a_r2_mut_min_p0.9,0.0001
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[33583196, 33624941]"
test1a_b_clade_min_p0.95,0.4238
test1a_r2_clade_min_p0.95,0.0001
test1a_b_mut_min_p0.95,0.4238
test1a_r2_mut_min_p0.95,0.0001
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[33583196, 33624941]"
test1b_b_min,0.3544
test2_overall_min_b,1.4088
