Variable,Value
snp1,chr22:45342941
snp2,chr22:45794063
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,10.5469
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,45118737
searchrange_chr22_end,46257471
freq_snp1,0.0875
freq_snp2,0.1024
freq_S,0.0149
freq_K1,0.0726
freq_K2,0.0875
freq_O,0.8250
test1a_b_clade_min_p0.5,0.4068
test1a_r2_clade_min_p0.5,0.0141
test1a_b_mut_min_p0.5,0.4801
test1a_r2_mut_min_p0.5,0.0283
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[45431761]
test1a_b_clade_min_p0.8,0.4767
test1a_r2_clade_min_p0.8,0.0141
test1a_b_mut_min_p0.8,0.5627
test1a_r2_mut_min_p0.8,0.0283
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[45431761]
test1a_b_clade_min_p0.9,0.5133
test1a_r2_clade_min_p0.9,0.0141
test1a_b_mut_min_p0.9,0.6059
test1a_r2_mut_min_p0.9,0.0283
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[45431761]
test1a_b_clade_min_p0.95,0.5435
test1a_r2_clade_min_p0.95,0.0141
test1a_b_mut_min_p0.95,0.6416
test1a_r2_mut_min_p0.95,0.0283
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[45431761]
test1b_b_min,0.4703
test2_overall_min_b,0.6529
