Variable,Value
snp1,chr22:34382573
snp2,chr22:38887898
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,11.2795
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,33843858
searchrange_chr22_end,39575449
freq_snp1,0.1083
freq_snp2,0.0755
freq_S,0.0099
freq_K1,0.0984
freq_K2,0.0656
freq_O,0.8260
test1a_b_clade_min_p0.5,0.3876
test1a_r2_clade_min_p0.5,0.0095
test1a_b_mut_min_p0.5,0.3876
test1a_r2_mut_min_p0.5,0.0095
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[38609575, 38232969, 38034635, 38790700, 38031120, 38288052, 38323029, 38427700, 38059705]"
test1a_b_clade_min_p0.8,0.4543
test1a_r2_clade_min_p0.8,0.0095
test1a_b_mut_min_p0.8,0.4543
test1a_r2_mut_min_p0.8,0.0095
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[38609575, 38232969, 38034635, 38790700, 38031120, 38288052, 38323029, 38427700, 38059705]"
test1a_b_clade_min_p0.9,0.4892
test1a_r2_clade_min_p0.9,0.0095
test1a_b_mut_min_p0.9,0.4892
test1a_r2_mut_min_p0.9,0.0095
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[38609575, 38232969, 38034635, 38790700, 38031120, 38288052, 38323029, 38427700, 38059705]"
test1a_b_clade_min_p0.95,0.5179
test1a_r2_clade_min_p0.95,0.0095
test1a_b_mut_min_p0.95,0.5179
test1a_r2_mut_min_p0.95,0.0095
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[38609575, 38232969, 38034635, 38790700, 38031120, 38288052, 38323029, 38427700, 38059705]"
test1b_b_min,0.5062
test2_overall_min_b,0.7876
