Variable,Value
snp1,chr22:16543162
snp2,chr22:17043239
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,8.4179
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,16143457
searchrange_chr22_end,17493312
freq_snp1,0.4901
freq_snp2,0.5129
freq_S,0.2276
freq_K1,0.2624
freq_K2,0.2853
freq_O,0.2247
test1a_b_clade_min_p0.5,0.5846
test1a_r2_clade_min_p0.5,0.0460
test1a_b_mut_min_p0.5,0.7266
test1a_r2_mut_min_p0.5,0.0187
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[16880911]
test1a_b_clade_min_p0.8,0.6851
test1a_r2_clade_min_p0.8,0.0460
test1a_b_mut_min_p0.8,0.8516
test1a_r2_mut_min_p0.8,0.0187
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[16880911]
test1a_b_clade_min_p0.9,0.7377
test1a_r2_clade_min_p0.9,0.0460
test1a_b_mut_min_p0.9,0.9169
test1a_r2_mut_min_p0.9,0.0187
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[16880911]
test1a_b_clade_min_p0.95,0.7811
test1a_r2_clade_min_p0.95,0.0460
test1a_b_mut_min_p0.95,0.9709
test1a_r2_mut_min_p0.95,0.0187
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[16880911]
test1b_b_min,0.4214
test2_overall_min_b,0.3679
