Variable,Value
snp1,chr22:49881935
snp2,chr22:49976079
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,7.1674
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,49752040
searchrange_chr22_end,50818416
freq_snp1,0.1759
freq_snp2,0.2117
freq_S,0.0616
freq_K1,0.1143
freq_K2,0.1501
freq_O,0.6740
test1a_b_clade_min_p0.5,0.5176
test1a_r2_clade_min_p0.5,0.0292
test1a_b_mut_min_p0.5,0.6249
test1a_r2_mut_min_p0.5,0.0527
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[49995827, 50004964, 50027461]"
test1a_b_clade_min_p0.8,0.6066
test1a_r2_clade_min_p0.8,0.0292
test1a_b_mut_min_p0.8,0.7324
test1a_r2_mut_min_p0.8,0.0527
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[49995827, 50004964, 50027461]"
test1a_b_clade_min_p0.9,0.6532
test1a_r2_clade_min_p0.9,0.0292
test1a_b_mut_min_p0.9,0.7886
test1a_r2_mut_min_p0.9,0.0527
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[49995827, 50004964, 50027461]"
test1a_b_clade_min_p0.95,0.6916
test1a_r2_clade_min_p0.95,0.0292
test1a_b_mut_min_p0.95,0.8350
test1a_r2_mut_min_p0.95,0.0527
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[49995827, 50004964, 50027461]"
test1b_b_min,0.2408
test2_overall_min_b,0.4785
