Variable,Value
snp1,chr22:33508733
snp2,chr22:38025387
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,8.6390
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,32918485
searchrange_chr22_end,39306268
freq_snp1,0.0895
freq_snp2,0.1004
freq_S,0.0099
freq_K1,0.0795
freq_K2,0.0905
freq_O,0.8201
test1a_b_clade_min_p0.5,0.3849
test1a_r2_clade_min_p0.5,0.0091
test1a_b_mut_min_p0.5,0.3849
test1a_r2_mut_min_p0.5,0.0091
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[36479040, 38521601, 37683836, 38204740, 37697094, 36238216, 34494863, 34928276, 36160983, 35323289, 38378010, 38482847, 38436383, 39061793, 35763619, 38442097, 37905330, 38233138, 38662066, 36003701, 38108342, 38256633, 38100348]"
test1a_b_clade_min_p0.8,0.4511
test1a_r2_clade_min_p0.8,0.0091
test1a_b_mut_min_p0.8,0.4511
test1a_r2_mut_min_p0.8,0.0091
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[36479040, 38521601, 37683836, 38204740, 37697094, 36238216, 34494863, 34928276, 36160983, 35323289, 38378010, 38482847, 38436383, 39061793, 35763619, 38442097, 37905330, 38233138, 38662066, 36003701, 38108342, 38256633, 38100348]"
test1a_b_clade_min_p0.9,0.4858
test1a_r2_clade_min_p0.9,0.0091
test1a_b_mut_min_p0.9,0.4858
test1a_r2_mut_min_p0.9,0.0091
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[36479040, 38521601, 37683836, 38204740, 37697094, 36238216, 34494863, 34928276, 36160983, 35323289, 38378010, 38482847, 38436383, 39061793, 35763619, 38442097, 37905330, 38233138, 38662066, 36003701, 38108342, 38256633, 38100348]"
test1a_b_clade_min_p0.95,0.5143
test1a_r2_clade_min_p0.95,0.0091
test1a_b_mut_min_p0.95,0.5143
test1a_r2_mut_min_p0.95,0.0091
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[36479040, 38521601, 37683836, 38204740, 37697094, 36238216, 34494863, 34928276, 36160983, 35323289, 38378010, 38482847, 38436383, 39061793, 35763619, 38442097, 37905330, 38233138, 38662066, 36003701, 38108342, 38256633, 38100348]"
test1b_b_min,0.2949
test2_overall_min_b,0.8091
