Variable,Value
snp1,chr22:46106255
snp2,chr22:46603780
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.6725
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,45684530
searchrange_chr22_end,47082144
freq_snp1,0.4950
freq_snp2,0.4851
freq_S,0.2406
freq_K1,0.2545
freq_K2,0.2445
freq_O,0.2604
test1a_b_clade_min_p0.5,1.0654
test1a_r2_clade_min_p0.5,0.0198
test1a_b_mut_min_p0.5,1.3362
test1a_r2_mut_min_p0.5,0.0046
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[46540893]
test1a_b_clade_min_p0.8,1.2487
test1a_r2_clade_min_p0.8,0.0198
test1a_b_mut_min_p0.8,1.5661
test1a_r2_mut_min_p0.8,0.0046
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[46540893]
test1a_b_clade_min_p0.9,1.3445
test1a_r2_clade_min_p0.9,0.0198
test1a_b_mut_min_p0.9,1.6862
test1a_r2_mut_min_p0.9,0.0046
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[46540893]
test1a_b_clade_min_p0.95,1.4236
test1a_r2_clade_min_p0.95,0.0198
test1a_b_mut_min_p0.95,1.7855
test1a_r2_mut_min_p0.95,0.0046
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[46540893]
test1b_b_min,0.3879
test2_overall_min_b,0.3585
