Variable,Value
snp1,chr22:39898189
snp2,chr22:44473251
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.2261
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39353062
searchrange_chr22_end,44698020
freq_snp1,0.4911
freq_snp2,0.4682
freq_S,0.2386
freq_K1,0.2525
freq_K2,0.2296
freq_O,0.2793
test1a_b_clade_min_p0.5,1.0173
test1a_r2_clade_min_p0.5,0.0735
test1a_b_mut_min_p0.5,1.2498
test1a_r2_mut_min_p0.5,0.1016
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[39874043]
test1a_b_clade_min_p0.8,1.1923
test1a_r2_clade_min_p0.8,0.0735
test1a_b_mut_min_p0.8,1.4648
test1a_r2_mut_min_p0.8,0.1016
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[39874043]
test1a_b_clade_min_p0.9,1.2838
test1a_r2_clade_min_p0.9,0.0735
test1a_b_mut_min_p0.9,1.5772
test1a_r2_mut_min_p0.9,0.1016
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[39874043]
test1a_b_clade_min_p0.95,1.3593
test1a_r2_clade_min_p0.95,0.0735
test1a_b_mut_min_p0.95,1.6700
test1a_r2_mut_min_p0.95,0.1016
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[39874043]
test1b_b_min,0.0696
test2_overall_min_b,0.3640
