Variable,Value
snp1,chr22:40794735
snp2,chr22:41252291
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.5140
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39759331
searchrange_chr22_end,43497445
freq_snp1,0.3320
freq_snp2,0.2843
freq_S,0.0775
freq_K1,0.2545
freq_K2,0.2068
freq_O,0.4612
test1a_b_clade_min_p0.5,0.4000
test1a_r2_clade_min_p0.5,0.0183
test1a_b_mut_min_p0.5,0.4166
test1a_r2_mut_min_p0.5,0.0191
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[41309792, 41356466]"
test1a_b_clade_min_p0.8,0.4688
test1a_r2_clade_min_p0.8,0.0183
test1a_b_mut_min_p0.8,0.4883
test1a_r2_mut_min_p0.8,0.0191
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[41309792, 41356466]"
test1a_b_clade_min_p0.9,0.5048
test1a_r2_clade_min_p0.9,0.0183
test1a_b_mut_min_p0.9,0.5258
test1a_r2_mut_min_p0.9,0.0191
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[41309792, 41356466]"
test1a_b_clade_min_p0.95,0.5345
test1a_r2_clade_min_p0.95,0.0183
test1a_b_mut_min_p0.95,0.5567
test1a_r2_mut_min_p0.95,0.0191
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[41309792, 41356466]"
test1b_b_min,0.1327
test2_overall_min_b,0.4239
