Variable,Value
snp1,chr22:43247147
snp2,chr22:47768187
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,8.0124
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,40725950
searchrange_chr22_end,48270582
freq_snp1,0.2525
freq_snp2,0.2416
freq_S,0.0676
freq_K1,0.1849
freq_K2,0.1740
freq_O,0.5736
test1a_b_clade_min_p0.5,1.0036
test1a_r2_clade_min_p0.5,0.0040
test1a_b_mut_min_p0.5,1.0036
test1a_r2_mut_min_p0.5,0.0040
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[46781227]
test1a_b_clade_min_p0.8,1.1763
test1a_r2_clade_min_p0.8,0.0040
test1a_b_mut_min_p0.8,1.1763
test1a_r2_mut_min_p0.8,0.0040
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[46781227]
test1a_b_clade_min_p0.9,1.2666
test1a_r2_clade_min_p0.9,0.0040
test1a_b_mut_min_p0.9,1.2666
test1a_r2_mut_min_p0.9,0.0040
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[46781227]
test1a_b_clade_min_p0.95,1.3411
test1a_r2_clade_min_p0.95,0.0040
test1a_b_mut_min_p0.95,1.3411
test1a_r2_mut_min_p0.95,0.0040
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[46781227]
test1b_b_min,0.6403
test2_overall_min_b,0.5092
