Variable,Value
snp1,chr22:35701224
snp2,chr22:36152583
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,8.5297
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,34644634
searchrange_chr22_end,36772966
freq_snp1,0.2316
freq_snp2,0.2237
freq_S,0.0527
freq_K1,0.1789
freq_K2,0.1710
freq_O,0.5974
test1a_b_clade_min_p0.5,0.5036
test1a_r2_clade_min_p0.5,0.0316
test1a_b_mut_min_p0.5,0.5036
test1a_r2_mut_min_p0.5,0.0316
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[36244598, 36419875, 36356756, 36294366]"
test1a_b_clade_min_p0.8,0.5903
test1a_r2_clade_min_p0.8,0.0316
test1a_b_mut_min_p0.8,0.5903
test1a_r2_mut_min_p0.8,0.0316
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[36244598, 36419875, 36356756, 36294366]"
test1a_b_clade_min_p0.9,0.6356
test1a_r2_clade_min_p0.9,0.0316
test1a_b_mut_min_p0.9,0.6356
test1a_r2_mut_min_p0.9,0.0316
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[36244598, 36419875, 36356756, 36294366]"
test1a_b_clade_min_p0.95,0.6730
test1a_r2_clade_min_p0.95,0.0316
test1a_b_mut_min_p0.95,0.6730
test1a_r2_mut_min_p0.95,0.0316
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[36244598, 36419875, 36356756, 36294366]"
test1b_b_min,0.3746
test2_overall_min_b,0.5453
