Variable,Value
snp1,chr22:18528603
snp2,chr22:23042865
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.2078
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,18055215
searchrange_chr22_end,23283785
freq_snp1,0.2237
freq_snp2,0.2465
freq_S,0.0527
freq_K1,0.1710
freq_K2,0.1938
freq_O,0.5825
test1a_b_clade_min_p0.5,0.8370
test1a_r2_clade_min_p0.5,0.0042
test1a_b_mut_min_p0.5,1.0102
test1a_r2_mut_min_p0.5,0.0000
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[20502363]
test1a_b_clade_min_p0.8,0.9810
test1a_r2_clade_min_p0.8,0.0042
test1a_b_mut_min_p0.8,1.1840
test1a_r2_mut_min_p0.8,0.0000
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[20502363]
test1a_b_clade_min_p0.9,1.0562
test1a_r2_clade_min_p0.9,0.0042
test1a_b_mut_min_p0.9,1.2748
test1a_r2_mut_min_p0.9,0.0000
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[20502363]
test1a_b_clade_min_p0.95,1.1184
test1a_r2_clade_min_p0.95,0.0042
test1a_b_mut_min_p0.95,1.3498
test1a_r2_mut_min_p0.95,0.0000
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[20502363]
test1b_b_min,0.2252
test2_overall_min_b,0.5511
