Variable,Value
snp1,chr22:34276930
snp2,chr22:38795335
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.8378
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,33750572
searchrange_chr22_end,39457997
freq_snp1,0.4742
freq_snp2,0.4861
freq_S,0.2376
freq_K1,0.2366
freq_K2,0.2485
freq_O,0.2773
test1a_b_clade_min_p0.5,1.0783
test1a_r2_clade_min_p0.5,0.0121
test1a_b_mut_min_p0.5,1.2530
test1a_r2_mut_min_p0.5,0.0075
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[37209264]
test1a_b_clade_min_p0.8,1.2639
test1a_r2_clade_min_p0.8,0.0121
test1a_b_mut_min_p0.8,1.4686
test1a_r2_mut_min_p0.8,0.0075
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[37209264]
test1a_b_clade_min_p0.9,1.3609
test1a_r2_clade_min_p0.9,0.0121
test1a_b_mut_min_p0.9,1.5813
test1a_r2_mut_min_p0.9,0.0075
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[37209264]
test1a_b_clade_min_p0.95,1.4409
test1a_r2_clade_min_p0.95,0.0121
test1a_b_mut_min_p0.95,1.6744
test1a_r2_mut_min_p0.95,0.0075
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[37209264]
test1b_b_min,0.4290
test2_overall_min_b,0.3612
