Variable,Value
snp1,chr22:19262684
snp2,chr22:19727500
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,8.3847
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,18827124
searchrange_chr22_end,20225420
freq_snp1,0.0994
freq_snp2,0.1004
freq_S,0.0139
freq_K1,0.0855
freq_K2,0.0865
freq_O,0.8141
test1a_b_clade_min_p0.5,0.3854
test1a_r2_clade_min_p0.5,0.0003
test1a_b_mut_min_p0.5,0.4703
test1a_r2_mut_min_p0.5,0.0014
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[19605567]
test1a_b_clade_min_p0.8,0.4517
test1a_r2_clade_min_p0.8,0.0003
test1a_b_mut_min_p0.8,0.5512
test1a_r2_mut_min_p0.8,0.0014
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[19605567]
test1a_b_clade_min_p0.9,0.4864
test1a_r2_clade_min_p0.9,0.0003
test1a_b_mut_min_p0.9,0.5935
test1a_r2_mut_min_p0.9,0.0014
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[19605567]
test1a_b_clade_min_p0.95,0.5150
test1a_r2_clade_min_p0.95,0.0003
test1a_b_mut_min_p0.95,0.6285
test1a_r2_mut_min_p0.95,0.0014
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[19605567]
test1b_b_min,0.2752
test2_overall_min_b,0.6962
