Variable,Value
snp1,chr22:32264038
snp2,chr22:36772903
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,7.0939
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,30162744
searchrange_chr22_end,37192844
freq_snp1,0.1948
freq_snp2,0.2048
freq_S,0.0408
freq_K1,0.1541
freq_K2,0.1640
freq_O,0.6412
test1a_b_clade_min_p0.5,0.6190
test1a_r2_clade_min_p0.5,0.0007
test1a_b_mut_min_p0.5,0.7152
test1a_r2_mut_min_p0.5,0.0005
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[33625257, 36754058, 36747788, 35233069, 33458093, 33268366, 33990032, 33969681, 34048146, 34279920, 36432630]"
test1a_b_clade_min_p0.8,0.7256
test1a_r2_clade_min_p0.8,0.0007
test1a_b_mut_min_p0.8,0.8382
test1a_r2_mut_min_p0.8,0.0005
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[33625257, 36754058, 36747788, 35233069, 33458093, 33268366, 33990032, 33969681, 34048146, 34279920, 36432630]"
test1a_b_clade_min_p0.9,0.7812
test1a_r2_clade_min_p0.9,0.0007
test1a_b_mut_min_p0.9,0.9025
test1a_r2_mut_min_p0.9,0.0005
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[33625257, 36754058, 36747788, 35233069, 33458093, 33268366, 33990032, 33969681, 34048146, 34279920, 36432630]"
test1a_b_clade_min_p0.95,0.8272
test1a_r2_clade_min_p0.95,0.0007
test1a_b_mut_min_p0.95,0.9557
test1a_r2_mut_min_p0.95,0.0005
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[33625257, 36754058, 36747788, 35233069, 33458093, 33268366, 33990032, 33969681, 34048146, 34279920, 36432630]"
test1b_b_min,0.2787
test2_overall_min_b,0.5751
