Variable,Value
snp1,chr22:32478184
snp2,chr22:37004276
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,7.5159
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,30672174
searchrange_chr22_end,37343643
freq_snp1,0.3320
freq_snp2,0.3091
freq_S,0.1034
freq_K1,0.2286
freq_K2,0.2058
freq_O,0.4622
test1a_b_clade_min_p0.5,1.1241
test1a_r2_clade_min_p0.5,0.0009
test1a_b_mut_min_p0.5,1.1589
test1a_r2_mut_min_p0.5,0.0034
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[30917481, 31162726]"
test1a_b_clade_min_p0.8,1.3175
test1a_r2_clade_min_p0.8,0.0009
test1a_b_mut_min_p0.8,1.3583
test1a_r2_mut_min_p0.8,0.0034
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[30917481, 31162726]"
test1a_b_clade_min_p0.9,1.4186
test1a_r2_clade_min_p0.9,0.0009
test1a_b_mut_min_p0.9,1.4625
test1a_r2_mut_min_p0.9,0.0034
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[30917481, 31162726]"
test1a_b_clade_min_p0.95,1.5020
test1a_r2_clade_min_p0.95,0.0009
test1a_b_mut_min_p0.95,1.5486
test1a_r2_mut_min_p0.95,0.0034
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[30917481, 31162726]"
test1b_b_min,0.6030
test2_overall_min_b,0.4631
