Variable,Value
snp1,chr22:29641616
snp2,chr22:34194326
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,8.2116
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,28167483
searchrange_chr22_end,35057529
freq_snp1,0.3211
freq_snp2,0.3241
freq_S,0.1074
freq_K1,0.2137
freq_K2,0.2167
freq_O,0.4622
test1a_b_clade_min_p0.5,0.9019
test1a_r2_clade_min_p0.5,0.0060
test1a_b_mut_min_p0.5,0.9747
test1a_r2_mut_min_p0.5,0.0052
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[29298447]
test1a_b_clade_min_p0.8,1.0571
test1a_r2_clade_min_p0.8,0.0060
test1a_b_mut_min_p0.8,1.1424
test1a_r2_mut_min_p0.8,0.0052
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[29298447]
test1a_b_clade_min_p0.9,1.1382
test1a_r2_clade_min_p0.9,0.0060
test1a_b_mut_min_p0.9,1.2300
test1a_r2_mut_min_p0.9,0.0052
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[29298447]
test1a_b_clade_min_p0.95,1.2052
test1a_r2_clade_min_p0.95,0.0060
test1a_b_mut_min_p0.95,1.3024
test1a_r2_mut_min_p0.95,0.0052
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[29298447]
test1b_b_min,0.6121
test2_overall_min_b,0.4497
