Variable,Value
snp1,chr22:31127900
snp2,chr22:35627900
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.1095
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,29558056
searchrange_chr22_end,35916804
freq_snp1,0.4881
freq_snp2,0.4592
freq_S,0.2237
freq_K1,0.2644
freq_K2,0.2356
freq_O,0.2763
test1a_b_clade_min_p0.5,1.1031
test1a_r2_clade_min_p0.5,0.0139
test1a_b_mut_min_p0.5,1.1856
test1a_r2_mut_min_p0.5,0.0167
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[33544114]
test1a_b_clade_min_p0.8,1.2929
test1a_r2_clade_min_p0.8,0.0139
test1a_b_mut_min_p0.8,1.3896
test1a_r2_mut_min_p0.8,0.0167
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[33544114]
test1a_b_clade_min_p0.9,1.3921
test1a_r2_clade_min_p0.9,0.0139
test1a_b_mut_min_p0.9,1.4963
test1a_r2_mut_min_p0.9,0.0167
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[33544114]
test1a_b_clade_min_p0.95,1.4740
test1a_r2_clade_min_p0.95,0.0139
test1a_b_mut_min_p0.95,1.5843
test1a_r2_mut_min_p0.95,0.0167
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[33544114]
test1b_b_min,0.2746
test2_overall_min_b,0.3630
