Variable,Value
snp1,chr22:45104696
snp2,chr22:49605516
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.7914
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,44800949
searchrange_chr22_end,49777508
freq_snp1,0.3032
freq_snp2,0.2932
freq_S,0.0905
freq_K1,0.2127
freq_K2,0.2028
freq_O,0.4940
test1a_b_clade_min_p0.5,1.0528
test1a_r2_clade_min_p0.5,0.0039
test1a_b_mut_min_p0.5,1.1703
test1a_r2_mut_min_p0.5,0.0150
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[49561253, 49560167]"
test1a_b_clade_min_p0.8,1.2339
test1a_r2_clade_min_p0.8,0.0039
test1a_b_mut_min_p0.8,1.3716
test1a_r2_mut_min_p0.8,0.0150
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[49561253, 49560167]"
test1a_b_clade_min_p0.9,1.3286
test1a_r2_clade_min_p0.9,0.0039
test1a_b_mut_min_p0.9,1.4769
test1a_r2_mut_min_p0.9,0.0150
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[49561253, 49560167]"
test1a_b_clade_min_p0.95,1.4068
test1a_r2_clade_min_p0.95,0.0039
test1a_b_mut_min_p0.95,1.5638
test1a_r2_mut_min_p0.95,0.0150
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[49561253, 49560167]"
test1b_b_min,0.4089
test2_overall_min_b,0.4710
