Variable,Value
snp1,chr22:49706857
snp2,chr22:49808019
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,7.1359
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,49554614
searchrange_chr22_end,50110532
freq_snp1,0.5070
freq_snp2,0.4960
freq_S,0.2346
freq_K1,0.2724
freq_K2,0.2614
freq_O,0.2316
test1a_b_clade_min_p0.5,0.9787
test1a_r2_clade_min_p0.5,0.0867
test1a_b_mut_min_p0.5,1.1856
test1a_r2_mut_min_p0.5,0.1264
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[49717978]
test1a_b_clade_min_p0.8,1.1471
test1a_r2_clade_min_p0.8,0.0867
test1a_b_mut_min_p0.8,1.3896
test1a_r2_mut_min_p0.8,0.1264
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[49717978]
test1a_b_clade_min_p0.9,1.2351
test1a_r2_clade_min_p0.9,0.0867
test1a_b_mut_min_p0.9,1.4962
test1a_r2_mut_min_p0.9,0.1264
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[49717978]
test1a_b_clade_min_p0.95,1.3078
test1a_r2_clade_min_p0.95,0.0867
test1a_b_mut_min_p0.95,1.5842
test1a_r2_mut_min_p0.95,0.1264
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[49717978]
test1b_b_min,0.4490
test2_overall_min_b,0.3696
