Variable,Value
snp1,chr22:33431774
snp2,chr22:37970219
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.9821
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,32858030
searchrange_chr22_end,38864048
freq_snp1,0.5398
freq_snp2,0.5070
freq_S,0.2863
freq_K1,0.2535
freq_K2,0.2207
freq_O,0.2396
test1a_b_clade_min_p0.5,1.2139
test1a_r2_clade_min_p0.5,0.0000
test1a_b_mut_min_p0.5,1.3163
test1a_r2_mut_min_p0.5,0.0034
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[36517075]
test1a_b_clade_min_p0.8,1.4227
test1a_r2_clade_min_p0.8,0.0000
test1a_b_mut_min_p0.8,1.5427
test1a_r2_mut_min_p0.8,0.0034
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[36517075]
test1a_b_clade_min_p0.9,1.5319
test1a_r2_clade_min_p0.9,0.0000
test1a_b_mut_min_p0.9,1.6611
test1a_r2_mut_min_p0.9,0.0034
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[36517075]
test1a_b_clade_min_p0.95,1.6220
test1a_r2_clade_min_p0.95,0.0000
test1a_b_mut_min_p0.95,1.7589
test1a_r2_mut_min_p0.95,0.0034
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[36517075]
test1b_b_min,0.2706
test2_overall_min_b,0.3653
