Variable,Value
snp1,chr22:30967564
snp2,chr22:31060496
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,9.3610
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,29457757
searchrange_chr22_end,32664330
freq_snp1,0.1103
freq_snp2,0.1064
freq_S,0.0000
freq_K1,0.1103
freq_K2,0.1064
freq_O,0.7833
test1a_b_clade_min_p0.5,0.0000
test1a_r2_clade_min_p0.5,0.8966
test1a_b_mut_min_p0.5,0.0000
test1a_r2_mut_min_p0.5,0.8255
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[31040564, 31038141, 31032007]"
test1a_b_clade_min_p0.8,0.0000
test1a_r2_clade_min_p0.8,0.9896
test1a_b_mut_min_p0.8,0.0000
test1a_r2_mut_min_p0.8,0.9396
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[31048009]
test1a_b_clade_min_p0.9,0.0000
test1a_r2_clade_min_p0.9,0.9896
test1a_b_mut_min_p0.9,0.0000
test1a_r2_mut_min_p0.9,0.9396
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[31048009]
test1a_b_clade_min_p0.95,0.0000
test1a_r2_clade_min_p0.95,0.9896
test1a_b_mut_min_p0.95,0.0000
test1a_r2_mut_min_p0.95,0.9396
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[31048009]
test1b_b_min,0.0000
test2_overall_min_b,0.0950
