Variable,Value
snp1,chr22:31843780
snp2,chr22:32332859
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.8166
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,30078866
searchrange_chr22_end,32917626
freq_snp1,0.3211
freq_snp2,0.3191
freq_S,0.1481
freq_K1,0.1730
freq_K2,0.1710
freq_O,0.5080
test1a_b_clade_min_p0.5,0.3335
test1a_r2_clade_min_p0.5,0.7743
test1a_b_mut_min_p0.5,0.5324
test1a_r2_mut_min_p0.5,0.2888
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[32452161, 32448322, 32461059, 32463171, 32468035, 32459014, 32460551, 32487564, 32453649, 32456465, 32456338, 32461907, 32487702, 32477014, 32475675, 32486493, 32456417, 32474914, 32468843, 32453621, 32446837, 32470648, 32452665, 32482559]"
test1a_b_clade_min_p0.8,0.3909
test1a_r2_clade_min_p0.8,0.7743
test1a_b_mut_min_p0.8,0.6240
test1a_r2_mut_min_p0.8,0.2888
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[32452161, 32448322, 32461059, 32463171, 32468035, 32459014, 32460551, 32487564, 32453649, 32456465, 32456338, 32461907, 32487702, 32477014, 32475675, 32486493, 32456417, 32474914, 32468843, 32453621, 32446837, 32470648, 32452665, 32482559]"
test1a_b_clade_min_p0.9,0.4209
test1a_r2_clade_min_p0.9,0.7743
test1a_b_mut_min_p0.9,0.6719
test1a_r2_mut_min_p0.9,0.2888
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[32452161, 32448322, 32461059, 32463171, 32468035, 32459014, 32460551, 32487564, 32453649, 32456465, 32456338, 32461907, 32487702, 32477014, 32475675, 32486493, 32456417, 32474914, 32468843, 32453621, 32446837, 32470648, 32452665, 32482559]"
test1a_b_clade_min_p0.95,0.4457
test1a_r2_clade_min_p0.95,0.7743
test1a_b_mut_min_p0.95,0.7114
test1a_r2_mut_min_p0.95,0.2888
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[32452161, 32448322, 32461059, 32463171, 32468035, 32459014, 32460551, 32487564, 32453649, 32456465, 32456338, 32461907, 32487702, 32477014, 32475675, 32486493, 32456417, 32474914, 32468843, 32453621, 32446837, 32470648, 32452665, 32482559]"
test1b_b_min,0.1313
test2_overall_min_b,0.4323
