Variable,Value
snp1,chr22:36795314
snp2,chr22:37251668
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,8.2609
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,36153388
searchrange_chr22_end,37559747
freq_snp1,0.2107
freq_snp2,0.2028
freq_S,0.0408
freq_K1,0.1700
freq_K2,0.1620
freq_O,0.6272
test1a_b_clade_min_p0.5,0.6151
test1a_r2_clade_min_p0.5,0.0067
test1a_b_mut_min_p0.5,0.6151
test1a_r2_mut_min_p0.5,0.0067
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[37001522]
test1a_b_clade_min_p0.8,0.7209
test1a_r2_clade_min_p0.8,0.0067
test1a_b_mut_min_p0.8,0.7209
test1a_r2_mut_min_p0.8,0.0067
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[37001522]
test1a_b_clade_min_p0.9,0.7762
test1a_r2_clade_min_p0.9,0.0067
test1a_b_mut_min_p0.9,0.7762
test1a_r2_mut_min_p0.9,0.0067
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[37001522]
test1a_b_clade_min_p0.95,0.8219
test1a_r2_clade_min_p0.95,0.0067
test1a_b_mut_min_p0.95,0.8219
test1a_r2_mut_min_p0.95,0.0067
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[37001522]
test1b_b_min,0.4236
test2_overall_min_b,0.5991
