Variable,Value
snp1,chr22:34595909
snp2,chr22:34695295
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.0164
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,33967722
searchrange_chr22_end,35730872
freq_snp1,0.2346
freq_snp2,0.2107
freq_S,0.1501
freq_K1,0.0845
freq_K2,0.0606
freq_O,0.7048
test1a_b_clade_min_p0.5,0.2800
test1a_r2_clade_min_p0.5,0.2102
test1a_b_mut_min_p0.5,0.3866
test1a_r2_mut_min_p0.5,0.0509
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[34689184, 34592146, 34591299, 34643605, 34701917, 34589950, 34602223]"
test1a_b_clade_min_p0.8,0.3282
test1a_r2_clade_min_p0.8,0.2102
test1a_b_mut_min_p0.8,0.4532
test1a_r2_mut_min_p0.8,0.0509
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[34689184, 34592146, 34591299, 34643605, 34701917, 34589950, 34602223]"
test1a_b_clade_min_p0.9,0.3533
test1a_r2_clade_min_p0.9,0.2102
test1a_b_mut_min_p0.9,0.4879
test1a_r2_mut_min_p0.9,0.0509
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[34689184, 34592146, 34591299, 34643605, 34701917, 34589950, 34602223]"
test1a_b_clade_min_p0.95,0.3741
test1a_r2_clade_min_p0.95,0.2102
test1a_b_mut_min_p0.95,0.5167
test1a_r2_mut_min_p0.95,0.0509
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[34689184, 34592146, 34591299, 34643605, 34701917, 34589950, 34602223]"
test1b_b_min,0.0071
test2_overall_min_b,0.4644
