Variable,Value
snp1,chr22:36756601
snp2,chr22:37213477
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.8077
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,36151309
searchrange_chr22_end,37525010
freq_snp1,0.5050
freq_snp2,0.4692
freq_S,0.2406
freq_K1,0.2644
freq_K2,0.2286
freq_O,0.2664
test1a_b_clade_min_p0.5,1.1092
test1a_r2_clade_min_p0.5,0.0349
test1a_b_mut_min_p0.5,1.2135
test1a_r2_mut_min_p0.5,0.0709
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[36713860, 36714614]"
test1a_b_clade_min_p0.8,1.3001
test1a_r2_clade_min_p0.8,0.0349
test1a_b_mut_min_p0.8,1.4223
test1a_r2_mut_min_p0.8,0.0709
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[36713860, 36714614]"
test1a_b_clade_min_p0.9,1.3998
test1a_r2_clade_min_p0.9,0.0349
test1a_b_mut_min_p0.9,1.5315
test1a_r2_mut_min_p0.9,0.0709
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[36713860, 36714614]"
test1a_b_clade_min_p0.95,1.4822
test1a_r2_clade_min_p0.95,0.0349
test1a_b_mut_min_p0.95,1.6216
test1a_r2_mut_min_p0.95,0.0709
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[36713860, 36714614]"
test1b_b_min,0.4345
test2_overall_min_b,0.3609
