Variable,Value
snp1,chr22:31265205
snp2,chr22:31356271
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.8974
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,29614701
searchrange_chr22_end,32827123
freq_snp1,0.2992
freq_snp2,0.3161
freq_S,0.2038
freq_K1,0.0954
freq_K2,0.1123
freq_O,0.5885
test1a_b_clade_min_p0.5,0.4357
test1a_r2_clade_min_p0.5,0.0424
test1a_b_mut_min_p0.5,0.5776
test1a_r2_mut_min_p0.5,0.0335
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[31335722]
test1a_b_clade_min_p0.8,0.5107
test1a_r2_clade_min_p0.8,0.0424
test1a_b_mut_min_p0.8,0.6770
test1a_r2_mut_min_p0.8,0.0335
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[31335722]
test1a_b_clade_min_p0.9,0.5498
test1a_r2_clade_min_p0.9,0.0424
test1a_b_mut_min_p0.9,0.7290
test1a_r2_mut_min_p0.9,0.0335
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[31335722]
test1a_b_clade_min_p0.95,0.5822
test1a_r2_clade_min_p0.95,0.0424
test1a_b_mut_min_p0.95,0.7719
test1a_r2_mut_min_p0.95,0.0335
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[31335722]
test1b_b_min,0.0005
test2_overall_min_b,0.4500
