Variable,Value
snp1,chr22:38143086
snp2,chr22:42692447
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.2248
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,37715815
searchrange_chr22_end,43577914
freq_snp1,0.4841
freq_snp2,0.5099
freq_S,0.2445
freq_K1,0.2396
freq_K2,0.2654
freq_O,0.2505
test1a_b_clade_min_p0.5,1.1442
test1a_r2_clade_min_p0.5,0.0043
test1a_b_mut_min_p0.5,1.2828
test1a_r2_mut_min_p0.5,0.0080
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[43078585]
test1a_b_clade_min_p0.8,1.3410
test1a_r2_clade_min_p0.8,0.0043
test1a_b_mut_min_p0.8,1.5035
test1a_r2_mut_min_p0.8,0.0080
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[43078585]
test1a_b_clade_min_p0.9,1.4439
test1a_r2_clade_min_p0.9,0.0043
test1a_b_mut_min_p0.9,1.6188
test1a_r2_mut_min_p0.9,0.0080
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[43078585]
test1a_b_clade_min_p0.95,1.5289
test1a_r2_clade_min_p0.95,0.0043
test1a_b_mut_min_p0.95,1.7141
test1a_r2_mut_min_p0.95,0.0080
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[43078585]
test1b_b_min,0.3118
test2_overall_min_b,0.3569
