Variable,Value
snp1,chr22:33415416
snp2,chr22:37976267
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,7.9975
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,32857850
searchrange_chr22_end,38876367
freq_snp1,0.1014
freq_snp2,0.0875
freq_S,0.0149
freq_K1,0.0865
freq_K2,0.0726
freq_O,0.8260
test1a_b_clade_min_p0.5,0.4150
test1a_r2_clade_min_p0.5,0.2096
test1a_b_mut_min_p0.5,0.4150
test1a_r2_mut_min_p0.5,0.2096
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[38301592, 38520338, 38555435, 38272167]"
test1a_b_clade_min_p0.8,0.4865
test1a_r2_clade_min_p0.8,0.2096
test1a_b_mut_min_p0.8,0.4865
test1a_r2_mut_min_p0.8,0.2096
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[38301592, 38520338, 38555435, 38272167]"
test1a_b_clade_min_p0.9,0.5238
test1a_r2_clade_min_p0.9,0.2096
test1a_b_mut_min_p0.9,0.5238
test1a_r2_mut_min_p0.9,0.2096
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[38301592, 38520338, 38555435, 38272167]"
test1a_b_clade_min_p0.95,0.5546
test1a_r2_clade_min_p0.95,0.2096
test1a_b_mut_min_p0.95,0.5546
test1a_r2_mut_min_p0.95,0.2096
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[38301592, 38520338, 38555435, 38272167]"
test1b_b_min,0.2635
test2_overall_min_b,0.6818
