Variable,Value
snp1,chr22:36793527
snp2,chr22:36885414
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,9.3559
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,36153266
searchrange_chr22_end,37210627
freq_snp1,0.2107
freq_snp2,0.2097
freq_S,0.0099
freq_K1,0.2008
freq_K2,0.1998
freq_O,0.5895
test1a_b_clade_min_p0.5,0.1815
test1a_r2_clade_min_p0.5,0.7984
test1a_b_mut_min_p0.5,0.2382
test1a_r2_mut_min_p0.5,0.4876
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[36878304]
test1a_b_clade_min_p0.8,0.2128
test1a_r2_clade_min_p0.8,0.7984
test1a_b_mut_min_p0.8,0.2792
test1a_r2_mut_min_p0.8,0.4876
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[36878304]
test1a_b_clade_min_p0.9,0.2291
test1a_r2_clade_min_p0.9,0.7984
test1a_b_mut_min_p0.9,0.3006
test1a_r2_mut_min_p0.9,0.4876
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[36878304]
test1a_b_clade_min_p0.95,0.2426
test1a_r2_clade_min_p0.95,0.7984
test1a_b_mut_min_p0.95,0.3183
test1a_r2_mut_min_p0.95,0.4876
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[36878304]
test1b_b_min,0.1657
test2_overall_min_b,0.8427
