Variable,Value
snp1,chr22:23176288
snp2,chr22:23268596
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,7.5513
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,22884168
searchrange_chr22_end,23808167
freq_snp1,0.2078
freq_snp2,0.2147
freq_S,0.0427
freq_K1,0.1650
freq_K2,0.1720
freq_O,0.6203
test1a_b_clade_min_p0.5,0.3372
test1a_r2_clade_min_p0.5,0.0029
test1a_b_mut_min_p0.5,0.4664
test1a_r2_mut_min_p0.5,0.0005
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[23222428]
test1a_b_clade_min_p0.8,0.3952
test1a_r2_clade_min_p0.8,0.0029
test1a_b_mut_min_p0.8,0.5466
test1a_r2_mut_min_p0.8,0.0005
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[23222428]
test1a_b_clade_min_p0.9,0.4255
test1a_r2_clade_min_p0.9,0.0029
test1a_b_mut_min_p0.9,0.5886
test1a_r2_mut_min_p0.9,0.0005
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[23222428]
test1a_b_clade_min_p0.95,0.4505
test1a_r2_clade_min_p0.95,0.0029
test1a_b_mut_min_p0.95,0.6232
test1a_r2_mut_min_p0.95,0.0005
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[23222428]
test1b_b_min,0.1833
test2_overall_min_b,0.5612
