Variable,Value
snp1,chr22:34073160
snp2,chr22:34602198
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.1852
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,33662602
searchrange_chr22_end,35637674
freq_snp1,0.2922
freq_snp2,0.3201
freq_S,0.0994
freq_K1,0.1928
freq_K2,0.2207
freq_O,0.4871
test1a_b_clade_min_p0.5,0.7479
test1a_r2_clade_min_p0.5,0.1287
test1a_b_mut_min_p0.5,0.8235
test1a_r2_mut_min_p0.5,0.1092
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[34649708]
test1a_b_clade_min_p0.8,0.8765
test1a_r2_clade_min_p0.8,0.1287
test1a_b_mut_min_p0.8,0.9651
test1a_r2_mut_min_p0.8,0.1092
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[34649708]
test1a_b_clade_min_p0.9,0.9438
test1a_r2_clade_min_p0.9,0.1287
test1a_b_mut_min_p0.9,1.0392
test1a_r2_mut_min_p0.9,0.1092
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[34649708]
test1a_b_clade_min_p0.95,0.9994
test1a_r2_clade_min_p0.95,0.1287
test1a_b_mut_min_p0.95,1.1004
test1a_r2_mut_min_p0.95,0.1092
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[34649708]
test1b_b_min,0.1978
test2_overall_min_b,0.4771
