Variable,Value
snp1,chr22:48303866
snp2,chr22:48755101
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,7.7476
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,47938102
searchrange_chr22_end,48984967
freq_snp1,0.0924
freq_snp2,0.0845
freq_S,0.0030
freq_K1,0.0895
freq_K2,0.0815
freq_O,0.8260
test1a_b_clade_min_p0.5,0.2769
test1a_r2_clade_min_p0.5,0.0008
test1a_b_mut_min_p0.5,0.3898
test1a_r2_mut_min_p0.5,0.0002
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[48906249]
test1a_b_clade_min_p0.8,0.3246
test1a_r2_clade_min_p0.8,0.0008
test1a_b_mut_min_p0.8,0.4569
test1a_r2_mut_min_p0.8,0.0002
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[48906249]
test1a_b_clade_min_p0.9,0.3495
test1a_r2_clade_min_p0.9,0.0008
test1a_b_mut_min_p0.9,0.4919
test1a_r2_mut_min_p0.9,0.0002
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[48906249]
test1a_b_clade_min_p0.95,0.3700
test1a_r2_clade_min_p0.95,0.0008
test1a_b_mut_min_p0.95,0.5209
test1a_r2_mut_min_p0.95,0.0002
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[48906249]
test1b_b_min,0.1617
test2_overall_min_b,1.2483
