Variable,Value
snp1,chr22:45253030
snp2,chr22:45725077
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,8.0436
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,45095341
searchrange_chr22_end,46256539
freq_snp1,0.2266
freq_snp2,0.2594
freq_S,0.0517
freq_K1,0.1750
freq_K2,0.2078
freq_O,0.5656
test1a_b_clade_min_p0.5,0.5968
test1a_r2_clade_min_p0.5,0.0131
test1a_b_mut_min_p0.5,0.7101
test1a_r2_mut_min_p0.5,0.0052
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[45904279]
test1a_b_clade_min_p0.8,0.6995
test1a_r2_clade_min_p0.8,0.0131
test1a_b_mut_min_p0.8,0.8323
test1a_r2_mut_min_p0.8,0.0052
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[45904279]
test1a_b_clade_min_p0.9,0.7532
test1a_r2_clade_min_p0.9,0.0131
test1a_b_mut_min_p0.9,0.8961
test1a_r2_mut_min_p0.9,0.0052
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[45904279]
test1a_b_clade_min_p0.95,0.7975
test1a_r2_clade_min_p0.95,0.0131
test1a_b_mut_min_p0.95,0.9489
test1a_r2_mut_min_p0.95,0.0052
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[45904279]
test1b_b_min,0.3846
test2_overall_min_b,0.5246
