Variable,Value
snp1,chr22:43059642
snp2,chr22:43152716
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.4244
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,40335507
searchrange_chr22_end,43726748
freq_snp1,0.2326
freq_snp2,0.2565
freq_S,0.1113
freq_K1,0.1213
freq_K2,0.1451
freq_O,0.6223
test1a_b_clade_min_p0.5,0.3120
test1a_r2_clade_min_p0.5,0.6854
test1a_b_mut_min_p0.5,0.4119
test1a_r2_mut_min_p0.5,0.3953
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[43134075]
test1a_b_clade_min_p0.8,0.3657
test1a_r2_clade_min_p0.8,0.6854
test1a_b_mut_min_p0.8,0.4827
test1a_r2_mut_min_p0.8,0.3953
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[43134075]
test1a_b_clade_min_p0.9,0.3937
test1a_r2_clade_min_p0.9,0.6854
test1a_b_mut_min_p0.9,0.5198
test1a_r2_mut_min_p0.9,0.3953
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[43134075]
test1a_b_clade_min_p0.95,0.4169
test1a_r2_clade_min_p0.95,0.6854
test1a_b_mut_min_p0.95,0.5504
test1a_r2_mut_min_p0.95,0.3953
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[43134075]
test1b_b_min,0.0978
test2_overall_min_b,0.4652
