Variable,Value
snp1,chr22:30417178
snp2,chr22:34921344
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,7.5944
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,28203659
searchrange_chr22_end,35833662
freq_snp1,0.1879
freq_snp2,0.2336
freq_S,0.0447
freq_K1,0.1431
freq_K2,0.1889
freq_O,0.6233
test1a_b_clade_min_p0.5,0.5879
test1a_r2_clade_min_p0.5,0.0008
test1a_b_mut_min_p0.5,0.6576
test1a_r2_mut_min_p0.5,0.0007
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[28793920, 28553154, 28390979, 32992197, 33205190, 33517065, 28416073, 28490698, 31053133, 33327823, 28324380, 31107548, 28658080, 31527392, 31508771, 28438692, 28524261, 32395238, 31812137, 29025131, 31386988, 33318763, 33392047, 29870905]"
test1a_b_clade_min_p0.8,0.6891
test1a_r2_clade_min_p0.8,0.0008
test1a_b_mut_min_p0.8,0.7708
test1a_r2_mut_min_p0.8,0.0007
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[28793920, 28553154, 28390979, 32992197, 33205190, 33517065, 28416073, 28490698, 31053133, 33327823, 28324380, 31107548, 28658080, 31527392, 31508771, 28438692, 28524261, 32395238, 31812137, 29025131, 31386988, 33318763, 33392047, 29870905]"
test1a_b_clade_min_p0.9,0.7419
test1a_r2_clade_min_p0.9,0.0008
test1a_b_mut_min_p0.9,0.8299
test1a_r2_mut_min_p0.9,0.0007
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[28793920, 28553154, 28390979, 32992197, 33205190, 33517065, 28416073, 28490698, 31053133, 33327823, 28324380, 31107548, 28658080, 31527392, 31508771, 28438692, 28524261, 32395238, 31812137, 29025131, 31386988, 33318763, 33392047, 29870905]"
test1a_b_clade_min_p0.95,0.7856
test1a_r2_clade_min_p0.95,0.0008
test1a_b_mut_min_p0.95,0.8788
test1a_r2_mut_min_p0.95,0.0007
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[28793920, 28553154, 28390979, 32992197, 33205190, 33517065, 28416073, 28490698, 31053133, 33327823, 28324380, 31107548, 28658080, 31527392, 31508771, 28438692, 28524261, 32395238, 31812137, 29025131, 31386988, 33318763, 33392047, 29870905]"
test1b_b_min,0.3248
test2_overall_min_b,0.5842
