Variable,Value
snp1,chr22:22617207
snp2,chr22:27117532
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,9.2645
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,22356431
searchrange_chr22_end,27295950
freq_snp1,0.0875
freq_snp2,0.1153
freq_S,0.0080
freq_K1,0.0795
freq_K2,0.1074
freq_O,0.8052
test1a_b_clade_min_p0.5,0.4323
test1a_r2_clade_min_p0.5,0.0124
test1a_b_mut_min_p0.5,0.5266
test1a_r2_mut_min_p0.5,0.0005
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[22550479]
test1a_b_clade_min_p0.8,0.5066
test1a_r2_clade_min_p0.8,0.0124
test1a_b_mut_min_p0.8,0.6172
test1a_r2_mut_min_p0.8,0.0005
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[22550479]
test1a_b_clade_min_p0.9,0.5455
test1a_r2_clade_min_p0.9,0.0124
test1a_b_mut_min_p0.9,0.6646
test1a_r2_mut_min_p0.9,0.0005
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[22550479]
test1a_b_clade_min_p0.95,0.5776
test1a_r2_clade_min_p0.95,0.0124
test1a_b_mut_min_p0.95,0.7037
test1a_r2_mut_min_p0.95,0.0005
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[22550479]
test1b_b_min,0.3864
test2_overall_min_b,0.8941
