Variable,Value
snp1,chr22:29244280
snp2,chr22:33755082
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,10.6569
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,28013475
searchrange_chr22_end,34292772
freq_snp1,0.0795
freq_snp2,0.0845
freq_S,0.0089
freq_K1,0.0706
freq_K2,0.0755
freq_O,0.8449
test1a_b_clade_min_p0.5,0.3664
test1a_r2_clade_min_p0.5,0.0002
test1a_b_mut_min_p0.5,0.3664
test1a_r2_mut_min_p0.5,0.0002
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[29678176, 29886466, 30002309, 31793257, 31472873, 33546410, 33767626, 31267599, 32697747, 32872061]"
test1a_b_clade_min_p0.8,0.4295
test1a_r2_clade_min_p0.8,0.0002
test1a_b_mut_min_p0.8,0.4295
test1a_r2_mut_min_p0.8,0.0002
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[29678176, 29886466, 30002309, 31793257, 31472873, 33546410, 33767626, 31267599, 32697747, 32872061]"
test1a_b_clade_min_p0.9,0.4624
test1a_r2_clade_min_p0.9,0.0002
test1a_b_mut_min_p0.9,0.4624
test1a_r2_mut_min_p0.9,0.0002
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[29678176, 29886466, 30002309, 31793257, 31472873, 33546410, 33767626, 31267599, 32697747, 32872061]"
test1a_b_clade_min_p0.95,0.4897
test1a_r2_clade_min_p0.95,0.0002
test1a_b_mut_min_p0.95,0.4897
test1a_r2_mut_min_p0.95,0.0002
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[29678176, 29886466, 30002309, 31793257, 31472873, 33546410, 33767626, 31267599, 32697747, 32872061]"
test1b_b_min,0.4319
test2_overall_min_b,0.7915
