Variable,Value
snp1,chr22:30423225
snp2,chr22:30884130
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,8.3801
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,28203867
searchrange_chr22_end,32596649
freq_snp1,0.1879
freq_snp2,0.2445
freq_S,0.0179
freq_K1,0.1700
freq_K2,0.2266
freq_O,0.5855
test1a_b_clade_min_p0.5,0.3743
test1a_r2_clade_min_p0.5,0.0014
test1a_b_mut_min_p0.5,0.4160
test1a_r2_mut_min_p0.5,0.0009
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[30142115, 29828805, 30060230, 29880840, 30213131, 29996909, 30378610, 30432468, 30143606, 30023807]"
test1a_b_clade_min_p0.8,0.4387
test1a_r2_clade_min_p0.8,0.0014
test1a_b_mut_min_p0.8,0.4875
test1a_r2_mut_min_p0.8,0.0009
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[30142115, 29828805, 30060230, 29880840, 30213131, 29996909, 30378610, 30432468, 30143606, 30023807]"
test1a_b_clade_min_p0.9,0.4723
test1a_r2_clade_min_p0.9,0.0014
test1a_b_mut_min_p0.9,0.5249
test1a_r2_mut_min_p0.9,0.0009
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[30142115, 29828805, 30060230, 29880840, 30213131, 29996909, 30378610, 30432468, 30143606, 30023807]"
test1a_b_clade_min_p0.95,0.5001
test1a_r2_clade_min_p0.95,0.0014
test1a_b_mut_min_p0.95,0.5558
test1a_r2_mut_min_p0.95,0.0009
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[30142115, 29828805, 30060230, 29880840, 30213131, 29996909, 30378610, 30432468, 30143606, 30023807]"
test1b_b_min,0.2669
test2_overall_min_b,0.7515
