Variable,Value
snp1,chr22:19743890
snp2,chr22:20196083
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,7.7355
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,19567044
searchrange_chr22_end,20365814
freq_snp1,0.3131
freq_snp2,0.3479
freq_S,0.1064
freq_K1,0.2068
freq_K2,0.2416
freq_O,0.4453
test1a_b_clade_min_p0.5,0.7508
test1a_r2_clade_min_p0.5,0.0393
test1a_b_mut_min_p0.5,0.7671
test1a_r2_mut_min_p0.5,0.0085
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[20067307]
test1a_b_clade_min_p0.8,0.8800
test1a_r2_clade_min_p0.8,0.0393
test1a_b_mut_min_p0.8,0.8991
test1a_r2_mut_min_p0.8,0.0085
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[20067307]
test1a_b_clade_min_p0.9,0.9476
test1a_r2_clade_min_p0.9,0.0393
test1a_b_mut_min_p0.9,0.9681
test1a_r2_mut_min_p0.9,0.0085
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[20067307]
test1a_b_clade_min_p0.95,1.0033
test1a_r2_clade_min_p0.95,0.0393
test1a_b_mut_min_p0.95,1.0251
test1a_r2_mut_min_p0.95,0.0085
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[20067307]
test1b_b_min,0.4365
test2_overall_min_b,0.4785
