Variable,Value
snp1,chr22:38650743
snp2,chr22:43152716
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,8.2580
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,37796584
searchrange_chr22_end,43726748
freq_snp1,0.2416
freq_snp2,0.2565
freq_S,0.0606
freq_K1,0.1809
freq_K2,0.1958
freq_O,0.5626
test1a_b_clade_min_p0.5,0.7117
test1a_r2_clade_min_p0.5,0.0011
test1a_b_mut_min_p0.5,0.7628
test1a_r2_mut_min_p0.5,0.0013
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[38916856]
test1a_b_clade_min_p0.8,0.8342
test1a_r2_clade_min_p0.8,0.0011
test1a_b_mut_min_p0.8,0.8941
test1a_r2_mut_min_p0.8,0.0013
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[38916856]
test1a_b_clade_min_p0.9,0.8982
test1a_r2_clade_min_p0.9,0.0011
test1a_b_mut_min_p0.9,0.9627
test1a_r2_mut_min_p0.9,0.0013
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[38916856]
test1a_b_clade_min_p0.95,0.9510
test1a_r2_clade_min_p0.95,0.0011
test1a_b_mut_min_p0.95,1.0193
test1a_r2_mut_min_p0.95,0.0013
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[38916856]
test1b_b_min,0.4898
test2_overall_min_b,0.5099
