Variable,Value
snp1,chr22:35370511
snp2,chr22:39870658
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,9.8404
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,34356116
searchrange_chr22_end,41797834
freq_snp1,0.1322
freq_snp2,0.0736
freq_S,0.0060
freq_K1,0.1262
freq_K2,0.0676
freq_O,0.8002
test1a_b_clade_min_p0.5,0.2854
test1a_r2_clade_min_p0.5,0.0003
test1a_b_mut_min_p0.5,0.2854
test1a_r2_mut_min_p0.5,0.0003
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[38697728, 34627521, 34434243, 38188103, 36165902, 34838804, 36444118, 38036252, 35844831, 35477923, 35460906, 41245546, 36620719, 35435248, 41420399, 34394418, 35395188, 37947644]"
test1a_b_clade_min_p0.8,0.3345
test1a_r2_clade_min_p0.8,0.0003
test1a_b_mut_min_p0.8,0.3345
test1a_r2_mut_min_p0.8,0.0003
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[38697728, 34627521, 34434243, 38188103, 36165902, 34838804, 36444118, 38036252, 35844831, 35477923, 35460906, 41245546, 36620719, 35435248, 41420399, 34394418, 35395188, 37947644]"
test1a_b_clade_min_p0.9,0.3602
test1a_r2_clade_min_p0.9,0.0003
test1a_b_mut_min_p0.9,0.3602
test1a_r2_mut_min_p0.9,0.0003
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[38697728, 34627521, 34434243, 38188103, 36165902, 34838804, 36444118, 38036252, 35844831, 35477923, 35460906, 41245546, 36620719, 35435248, 41420399, 34394418, 35395188, 37947644]"
test1a_b_clade_min_p0.95,0.3814
test1a_r2_clade_min_p0.95,0.0003
test1a_b_mut_min_p0.95,0.3814
test1a_r2_mut_min_p0.95,0.0003
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[38697728, 34627521, 34434243, 38188103, 36165902, 34838804, 36444118, 38036252, 35844831, 35477923, 35460906, 41245546, 36620719, 35435248, 41420399, 34394418, 35395188, 37947644]"
test1b_b_min,0.2888
test2_overall_min_b,1.0233
