Variable,Value
snp1,chr22:33512087
snp2,chr22:38012429
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.5246
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,32949844
searchrange_chr22_end,39306230
freq_snp1,0.3002
freq_snp2,0.2654
freq_S,0.0755
freq_K1,0.2247
freq_K2,0.1899
freq_O,0.5099
test1a_b_clade_min_p0.5,0.8857
test1a_r2_clade_min_p0.5,0.0053
test1a_b_mut_min_p0.5,1.0639
test1a_r2_mut_min_p0.5,0.0366
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[34159657, 33923547, 34272990]"
test1a_b_clade_min_p0.8,1.0381
test1a_r2_clade_min_p0.8,0.0053
test1a_b_mut_min_p0.8,1.2470
test1a_r2_mut_min_p0.8,0.0366
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[34159657, 33923547, 34272990]"
test1a_b_clade_min_p0.9,1.1178
test1a_r2_clade_min_p0.9,0.0053
test1a_b_mut_min_p0.9,1.3427
test1a_r2_mut_min_p0.9,0.0366
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[34159657, 33923547, 34272990]"
test1a_b_clade_min_p0.95,1.1836
test1a_r2_clade_min_p0.95,0.0053
test1a_b_mut_min_p0.95,1.4217
test1a_r2_mut_min_p0.95,0.0366
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[34159657, 33923547, 34272990]"
test1b_b_min,0.2957
test2_overall_min_b,0.4944
