Variable,Value
snp1,chr22:26800230
snp2,chr22:26894130
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,9.5627
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,26469016
searchrange_chr22_end,27212000
freq_snp1,0.1173
freq_snp2,0.1193
freq_S,0.0010
freq_K1,0.1163
freq_K2,0.1183
freq_O,0.7644
test1a_b_clade_min_p0.5,0.2218
test1a_r2_clade_min_p0.5,0.0028
test1a_b_mut_min_p0.5,0.3188
test1a_r2_mut_min_p0.5,0.0153
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[27149189, 27060142]"
test1a_b_clade_min_p0.8,0.2600
test1a_r2_clade_min_p0.8,0.0028
test1a_b_mut_min_p0.8,0.3737
test1a_r2_mut_min_p0.8,0.0153
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[27149189, 27060142]"
test1a_b_clade_min_p0.9,0.2800
test1a_r2_clade_min_p0.9,0.0028
test1a_b_mut_min_p0.9,0.4024
test1a_r2_mut_min_p0.9,0.0153
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[27149189, 27060142]"
test1a_b_clade_min_p0.95,0.2964
test1a_r2_clade_min_p0.95,0.0028
test1a_b_mut_min_p0.95,0.4260
test1a_r2_mut_min_p0.95,0.0153
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[27149189, 27060142]"
test1b_b_min,0.2118
test2_overall_min_b,inf
