Variable,Value
snp1,chr22:36520414
snp2,chr22:36611798
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,7.8977
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,35872741
searchrange_chr22_end,37001719
freq_snp1,0.1064
freq_snp2,0.0974
freq_S,0.0040
freq_K1,0.1024
freq_K2,0.0934
freq_O,0.8002
test1a_b_clade_min_p0.5,0.2272
test1a_r2_clade_min_p0.5,0.0080
test1a_b_mut_min_p0.5,0.2272
test1a_r2_mut_min_p0.5,0.0080
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[36475616, 36601344, 36614405, 36605158, 36632039, 36624713, 36606583, 36612667, 36498973]"
test1a_b_clade_min_p0.8,0.2663
test1a_r2_clade_min_p0.8,0.0080
test1a_b_mut_min_p0.8,0.2663
test1a_r2_mut_min_p0.8,0.0080
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[36475616, 36601344, 36614405, 36605158, 36632039, 36624713, 36606583, 36612667, 36498973]"
test1a_b_clade_min_p0.9,0.2867
test1a_r2_clade_min_p0.9,0.0080
test1a_b_mut_min_p0.9,0.2867
test1a_r2_mut_min_p0.9,0.0080
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[36475616, 36601344, 36614405, 36605158, 36632039, 36624713, 36606583, 36612667, 36498973]"
test1a_b_clade_min_p0.95,0.3036
test1a_r2_clade_min_p0.95,0.0080
test1a_b_mut_min_p0.95,0.3036
test1a_r2_mut_min_p0.95,0.0080
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[36475616, 36601344, 36614405, 36605158, 36632039, 36624713, 36606583, 36612667, 36498973]"
test1b_b_min,0.1396
test2_overall_min_b,1.1930
