Variable,Value
snp1,chr22:45401260
snp2,chr22:45493211
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.1873
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,45120832
searchrange_chr22_end,45900400
freq_snp1,0.4871
freq_snp2,0.4722
freq_S,0.2346
freq_K1,0.2525
freq_K2,0.2376
freq_O,0.2753
test1a_b_clade_min_p0.5,0.8236
test1a_r2_clade_min_p0.5,0.0569
test1a_b_mut_min_p0.5,0.8505
test1a_r2_mut_min_p0.5,0.0555
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[45442313]
test1a_b_clade_min_p0.8,0.9653
test1a_r2_clade_min_p0.8,0.0569
test1a_b_mut_min_p0.8,0.9968
test1a_r2_mut_min_p0.8,0.0555
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[45442313]
test1a_b_clade_min_p0.9,1.0394
test1a_r2_clade_min_p0.9,0.0569
test1a_b_mut_min_p0.9,1.0733
test1a_r2_mut_min_p0.9,0.0555
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[45442313]
test1a_b_clade_min_p0.95,1.1005
test1a_r2_clade_min_p0.95,0.0569
test1a_b_mut_min_p0.95,1.1365
test1a_r2_mut_min_p0.95,0.0555
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[45442313]
test1b_b_min,0.2181
test2_overall_min_b,0.3652
