Variable,Value
snp1,chr22:39145807
snp2,chr22:39237073
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,9.9191
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,37976883
searchrange_chr22_end,39627554
freq_snp1,0.0845
freq_snp2,0.0805
freq_S,0.0040
freq_K1,0.0805
freq_K2,0.0765
freq_O,0.8390
test1a_b_clade_min_p0.5,0.2293
test1a_r2_clade_min_p0.5,0.0104
test1a_b_mut_min_p0.5,0.2293
test1a_r2_mut_min_p0.5,0.0104
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[38866138, 38135835, 38355129, 38379498, 38816699, 38425565, 38478350]"
test1a_b_clade_min_p0.8,0.2687
test1a_r2_clade_min_p0.8,0.0104
test1a_b_mut_min_p0.8,0.2687
test1a_r2_mut_min_p0.8,0.0104
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[38866138, 38135835, 38355129, 38379498, 38816699, 38425565, 38478350]"
test1a_b_clade_min_p0.9,0.2893
test1a_r2_clade_min_p0.9,0.0104
test1a_b_mut_min_p0.9,0.2893
test1a_r2_mut_min_p0.9,0.0104
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[38866138, 38135835, 38355129, 38379498, 38816699, 38425565, 38478350]"
test1a_b_clade_min_p0.95,0.3064
test1a_r2_clade_min_p0.95,0.0104
test1a_b_mut_min_p0.95,0.3064
test1a_r2_mut_min_p0.95,0.0104
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[38866138, 38135835, 38355129, 38379498, 38816699, 38425565, 38478350]"
test1b_b_min,0.2356
test2_overall_min_b,1.0336
