Variable,Value
snp1,chr22:45824042
snp2,chr22:46304331
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,7.3154
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,45443969
searchrange_chr22_end,46823486
freq_snp1,0.3032
freq_snp2,0.3101
freq_S,0.0845
freq_K1,0.2187
freq_K2,0.2256
freq_O,0.4712
test1a_b_clade_min_p0.5,0.6308
test1a_r2_clade_min_p0.5,0.1214
test1a_b_mut_min_p0.5,0.6308
test1a_r2_mut_min_p0.5,0.1214
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[45813967]
test1a_b_clade_min_p0.8,0.7394
test1a_r2_clade_min_p0.8,0.1214
test1a_b_mut_min_p0.8,0.7394
test1a_r2_mut_min_p0.8,0.1214
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[45813967]
test1a_b_clade_min_p0.9,0.7961
test1a_r2_clade_min_p0.9,0.1214
test1a_b_mut_min_p0.9,0.7961
test1a_r2_mut_min_p0.9,0.1214
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[45813967]
test1a_b_clade_min_p0.95,0.8430
test1a_r2_clade_min_p0.95,0.1214
test1a_b_mut_min_p0.95,0.8430
test1a_r2_mut_min_p0.95,0.1214
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[45813967]
test1b_b_min,0.3126
test2_overall_min_b,0.4569
