Variable,Value
snp1,chr22:45105873
snp2,chr22:45594552
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.8399
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,44806914
searchrange_chr22_end,45944393
freq_snp1,0.3161
freq_snp2,0.3032
freq_S,0.0984
freq_K1,0.2177
freq_K2,0.2048
freq_O,0.4791
test1a_b_clade_min_p0.5,0.7905
test1a_r2_clade_min_p0.5,0.0021
test1a_b_mut_min_p0.5,1.0014
test1a_r2_mut_min_p0.5,0.0013
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[45746385, 45880075]"
test1a_b_clade_min_p0.8,0.9265
test1a_r2_clade_min_p0.8,0.0021
test1a_b_mut_min_p0.8,1.1738
test1a_r2_mut_min_p0.8,0.0013
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[45746385, 45880075]"
test1a_b_clade_min_p0.9,0.9976
test1a_r2_clade_min_p0.9,0.0021
test1a_b_mut_min_p0.9,1.2638
test1a_r2_mut_min_p0.9,0.0013
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[45746385, 45880075]"
test1a_b_clade_min_p0.95,1.0563
test1a_r2_clade_min_p0.95,0.0021
test1a_b_mut_min_p0.95,1.3382
test1a_r2_mut_min_p0.95,0.0013
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[45746385, 45880075]"
test1b_b_min,0.3149
test2_overall_min_b,0.4608
